District,Rainfall,Water_Level,Humidity,Temperature,Wind_Speed,Flood_Occurrence
Virudhunagar,0.0,0.7,48.8,33.0,23.4,0
Tiruvannamalai,0.0,1.35,50.8,36.7,5.0,0
Ramanathapuram,28.08,2.39,74.2,32.9,17.7,0
Nagapattinam,2.86,0.81,71.9,33.8,20.0,0
Tiruvannamalai,0.0,0.36,45.8,34.3,8.4,0
Ranipet,0.0,0.76,42.9,29.8,25.5,0
Kanyakumari,1.93,2.18,66.1,30.8,15.6,0
Kanyakumari,48.91,2.39,75.2,28.6,44.8,0
Cuddalore,34.42,1.54,73.6,32.6,24.2,0
Karur,2.69,2.74,81.6,30.1,26.5,0
Thoothukudi,4.82,2.61,87.8,33.6,12.9,0
Erode,0.0,0.6,55.1,37.7,13.3,0
Tiruchirappalli,37.0,6.32,74.9,34.8,12.1,0
Coimbatore,0.0,0.78,70.6,32.8,7.7,0
Ramanathapuram,13.24,1.99,67.0,30.4,31.7,0
Thoothukudi,32.95,2.02,76.9,27.3,43.0,0
Ramanathapuram,5.63,1.83,73.5,27.9,26.5,0
Tirunelveli,0.09,1.27,65.9,32.4,7.2,0
Karur,0.05,4.55,66.5,32.2,10.3,1
Dharmapuri,0.0,1.15,46.5,35.5,31.5,0
Tiruvannamalai,0.0,0.82,45.7,37.3,5.5,0
Dindigul,49.73,3.27,90.7,14.6,13.0,0
Dindigul,68.2,4.58,76.0,11.5,15.7,0
Coimbatore,0.0,1.1,61.3,37.5,10.7,0
Nagapattinam,45.31,2.81,85.2,27.7,44.5,1
Viluppuram,1.53,1.2,58.5,38.9,31.2,0
The Nilgiris,127.05,7.15,100.0,11.2,10.3,1
Tiruvannamalai,0.0,0.3,66.7,37.8,29.8,0
The Nilgiris,56.09,3.87,80.6,20.6,15.3,0
Cuddalore,1.41,0.84,75.1,31.1,51.2,0
Dindigul,115.57,6.65,75.0,11.6,20.1,0
Dharmapuri,0.0,0.65,70.8,33.2,18.2,0
Salem,0.0,1.49,56.1,39.7,5.7,0
Tenkasi,21.03,1.62,91.6,22.1,5.1,0
Erode,0.0,1.47,46.0,33.8,11.5,0
Nagapattinam,6.69,1.71,91.6,29.1,28.8,0
Ariyalur,15.24,2.99,78.2,31.1,8.7,0
Cuddalore,162.71,4.78,95.9,28.0,55.3,0
Sivaganga,0.0,0.84,41.5,33.6,12.3,0
Madurai,0.0,0.95,59.4,31.1,7.1,0
Salem,0.0,0.42,46.4,34.3,12.9,0
Dindigul,1.4,1.15,84.9,12.3,4.5,1
Madurai,0.0,1.05,46.3,35.2,5.6,0
Vellore,0.0,0.7,61.8,35.1,9.1,0
Dindigul,91.85,4.57,97.2,13.9,18.7,1
Kallakurichi,7.36,1.85,49.2,32.4,13.2,0
Chengalpattu,6.31,1.74,85.9,33.2,15.6,1
Dharmapuri,0.0,0.77,72.3,35.4,6.0,1
Ranipet,0.0,1.18,43.0,33.2,7.3,0
Pudukkottai,17.58,2.45,80.4,35.4,24.7,1
Tiruchirappalli,0.06,3.3,55.1,33.5,17.0,0
Krishnagiri,0.0,1.1,70.4,36.4,20.2,0
Nagapattinam,0.48,1.22,67.0,31.4,64.6,0
Theni,0.2,0.67,85.2,22.0,19.6,0
Tiruppur,0.0,0.85,60.0,34.2,17.5,0
Namakkal,0.0,1.11,57.9,34.7,7.5,0
Pudukkottai,8.27,0.86,67.2,29.8,28.6,0
Ariyalur,22.87,5.61,73.9,30.6,26.1,0
Thanjavur,2.96,4.76,80.4,35.3,9.9,0
Thoothukudi,5.26,2.36,89.2,30.8,23.6,1
Tiruchirappalli,11.84,0.89,80.0,29.6,36.7,0
Chengalpattu,67.97,3.07,73.9,27.2,47.8,0
Sivaganga,0.0,0.86,55.8,34.7,8.7,0
Pudukkottai,21.74,2.64,80.7,33.3,47.7,1
Salem,0.0,1.3,40.7,36.9,5.4,0
Dharmapuri,0.0,0.62,52.9,33.8,21.3,0
Viluppuram,0.0,1.15,52.3,36.4,21.1,0
Namakkal,0.0,1.19,68.5,32.7,5.2,0
Chengalpattu,7.25,0.3,92.7,30.8,39.2,0
Chengalpattu,32.93,2.44,95.7,30.7,18.2,0
Thoothukudi,13.84,0.76,91.1,31.6,47.4,1
Tirupathur,31.64,2.53,85.2,13.3,14.9,0
Sivaganga,0.0,1.42,49.9,40.1,6.0,0
Chengalpattu,2.52,2.58,85.9,30.4,39.9,0
Tirunelveli,0.0,1.81,48.6,36.7,15.2,0
Pudukkottai,13.76,2.44,79.4,34.6,65.9,0
Ramanathapuram,1.52,1.36,78.0,29.1,16.6,0
Perambalur,0.0,1.43,69.0,32.1,9.7,0
Thanjavur,0.19,3.45,69.7,33.0,6.1,1
Erode,0.0,0.96,59.6,37.9,22.1,0
Chengalpattu,1.26,1.03,80.7,30.1,73.7,0
Salem,0.0,0.94,59.8,39.1,33.0,0
Nagapattinam,43.38,2.59,71.3,31.9,76.2,0
Thoothukudi,0.44,1.06,86.7,31.4,37.8,0
Nagapattinam,135.04,4.31,100.0,27.0,48.4,1
Chengalpattu,137.18,5.66,88.6,26.0,55.3,1
Virudhunagar,0.0,1.1,57.1,30.8,16.4,0
Mayiladuthurai,38.11,3.34,91.1,30.7,25.1,0
Tiruvarur,21.17,1.44,71.3,32.2,29.1,0
Chengalpattu,29.74,2.54,86.4,34.7,19.9,0
Madurai,0.0,0.43,63.1,32.7,17.9,0
Kanyakumari,0.76,1.58,78.4,34.7,14.0,0
Tiruppur,0.0,2.13,60.4,37.0,14.5,0
Pudukkottai,4.54,1.27,82.6,33.2,19.5,0
Vellore,0.0,0.89,59.4,35.5,9.7,0
Perambalur,0.0,0.79,71.0,33.0,15.9,0
Tirupathur,56.65,3.61,84.5,11.5,10.8,0
Ramanathapuram,85.72,3.16,89.9,28.0,35.9,0
Viluppuram,0.0,0.77,72.4,31.4,6.3,0
Perambalur,0.0,1.3,44.4,34.1,12.2,0
Pudukkottai,23.87,1.38,82.4,32.0,46.1,0
Tiruvarur,7.18,1.14,92.3,27.8,14.0,0
Tiruppur,0.0,0.3,56.7,35.4,6.4,0
Krishnagiri,0.0,1.28,40.9,33.1,34.0,0
Tiruvallur,116.59,5.04,100.0,28.6,41.6,1
Virudhunagar,3.41,1.42,72.0,37.2,9.4,0
Cuddalore,29.96,2.53,81.9,30.3,39.1,0
Cuddalore,6.64,1.27,87.0,34.5,23.5,0
Namakkal,0.0,0.87,61.3,34.9,16.9,0
Vellore,0.0,1.22,45.6,38.0,48.7,0
Vellore,0.0,0.8,49.0,31.9,15.9,0
Salem,0.0,0.73,61.6,36.8,5.0,0
Thanjavur,4.9,2.81,77.0,36.3,14.2,0
Tiruvannamalai,0.0,0.83,63.2,35.3,25.1,0
Erode,0.0,1.39,43.1,35.7,18.2,0
Ranipet,0.0,1.46,53.1,40.4,7.1,0
Dindigul,52.53,3.52,100.0,20.3,8.2,0
Chennai,1.69,1.96,87.8,28.6,14.2,0
Tiruvallur,7.83,1.69,74.8,24.9,67.1,0
Thoothukudi,237.99,6.96,94.2,24.8,106.0,1
Kanyakumari,5.54,1.69,69.6,36.1,28.9,0
Sivaganga,0.0,1.45,67.6,33.0,13.2,0
Tiruvarur,0.15,1.54,85.5,29.1,61.2,0
Virudhunagar,0.0,0.35,62.4,33.3,20.1,0
Tiruppur,0.0,0.94,71.4,37.9,12.4,0
Coimbatore,0.0,1.11,54.7,34.1,5.8,0
Coimbatore,0.0,1.28,44.2,38.5,6.5,0
Karur,47.75,6.47,72.0,26.1,10.0,0
Mayiladuthurai,6.86,3.55,66.8,26.2,20.8,0
Tiruvallur,79.28,3.57,78.5,27.3,55.2,1
Sivaganga,0.0,1.08,52.1,35.2,5.6,0
Karur,0.0,4.17,83.0,29.6,8.1,0
Karur,0.98,2.8,56.5,34.0,6.4,0
Ramanathapuram,3.46,1.03,88.5,30.3,16.3,1
Tirunelveli,0.0,1.07,51.7,30.2,6.0,0
Theni,55.15,4.27,76.9,15.6,33.5,1
Salem,0.0,0.54,53.3,31.1,9.7,0
Theni,18.91,2.04,79.6,9.6,9.9,1
Chennai,15.08,1.51,89.9,29.6,24.7,0
Krishnagiri,0.0,1.21,64.5,35.2,13.0,0
Dindigul,49.69,3.23,89.2,22.6,6.2,0
Tirunelveli,0.0,1.36,68.8,39.7,23.2,0
Mayiladuthurai,0.76,1.41,74.7,29.2,15.1,0
Tirunelveli,0.0,0.97,68.5,36.2,6.4,0
Tiruvallur,5.05,1.49,75.2,27.8,15.2,1
Viluppuram,0.0,1.21,58.2,37.0,6.0,0
Viluppuram,3.26,0.42,69.5,32.5,12.8,0
Tiruppur,0.0,0.92,43.8,31.7,11.7,0
Ranipet,0.0,1.2,58.2,30.5,18.7,0
Ariyalur,27.4,4.14,62.4,33.3,14.5,0
Madurai,0.0,0.52,70.3,33.9,20.3,0
Chengalpattu,0.84,1.92,71.9,26.4,28.8,0
Nagapattinam,5.76,1.79,85.3,28.0,38.8,0
Ranipet,0.0,0.57,40.9,39.5,16.7,0
Tiruvannamalai,0.0,1.23,49.7,29.6,10.0,0
Ramanathapuram,10.27,2.29,71.8,28.4,52.6,0
Nagapattinam,108.73,2.79,100.0,33.1,41.8,0
Mayiladuthurai,2.61,0.82,86.8,24.6,44.3,0
Ariyalur,31.78,3.84,78.0,36.5,24.2,0
Tenkasi,184.31,9.12,93.0,15.2,42.7,1
Tirupathur,78.31,4.52,84.8,18.9,23.2,1
Dindigul,76.85,4.17,78.8,13.3,10.2,0
Erode,0.0,0.59,52.4,30.4,9.8,0
Tiruvarur,4.09,1.76,90.5,22.9,16.0,0
Thanjavur,15.93,4.7,57.9,39.2,10.9,0
Krishnagiri,0.0,0.77,45.7,34.3,6.7,0
Cuddalore,59.02,3.17,90.2,33.5,22.8,1
Tiruchirappalli,97.42,6.77,78.8,30.5,18.9,0
Perambalur,0.1,0.38,41.0,37.2,23.5,0
Ranipet,0.0,1.48,52.5,35.1,14.9,0
Krishnagiri,0.0,1.05,46.9,34.7,5.4,0
The Nilgiris,22.49,2.47,65.7,21.2,8.4,0
Thanjavur,9.37,4.94,77.4,33.1,20.0,0
Kallakurichi,0.0,1.26,57.6,34.8,25.8,0
Madurai,0.0,1.0,61.2,31.4,14.3,0
Tiruppur,0.0,0.79,41.1,33.6,13.9,0
Tiruvarur,93.7,3.36,76.5,25.5,35.8,0
The Nilgiris,4.95,1.93,62.7,26.5,4.4,0
Cuddalore,0.98,1.64,68.2,39.7,19.9,0
Chennai,127.41,3.74,86.5,23.7,50.0,0
Chengalpattu,8.07,2.2,92.3,27.2,33.7,0
Tirunelveli,0.0,0.93,48.2,37.2,9.1,0
Tiruchirappalli,0.85,2.88,56.5,31.9,17.3,0
Tiruvannamalai,0.0,1.47,53.6,32.8,12.2,0
Virudhunagar,0.0,0.91,50.9,38.7,9.7,0
Krishnagiri,0.0,1.51,43.0,38.5,5.7,1
Virudhunagar,0.0,0.72,63.0,39.4,9.9,0
Sivaganga,0.0,1.12,74.7,32.0,8.3,0
Salem,0.0,0.84,56.5,36.1,26.7,0
Kallakurichi,0.0,1.23,40.2,33.4,5.7,0
Erode,0.0,0.3,47.1,29.5,8.7,0
Tirunelveli,0.0,1.09,68.8,39.2,9.3,0
Vellore,0.0,1.33,65.7,29.0,6.5,0
Nagapattinam,171.64,5.62,94.6,24.5,45.5,1
Dindigul,35.03,2.66,63.9,15.9,12.2,0
Chengalpattu,12.94,0.37,88.9,30.0,26.0,0
Tiruvarur,6.52,1.36,72.7,26.3,22.3,0
Namakkal,0.0,1.66,51.4,31.3,29.4,0
Perambalur,0.0,0.7,50.0,44.9,11.3,0
Tirupathur,66.56,4.51,97.6,9.2,6.8,0
The Nilgiris,28.51,2.67,97.2,8.4,9.6,0
The Nilgiris,174.96,9.08,100.0,8.2,12.2,0
Nagapattinam,19.0,2.32,87.2,29.9,18.0,0
Viluppuram,0.0,0.79,59.9,40.0,8.4,0
Ranipet,0.0,1.59,66.7,32.8,10.7,0
Erode,0.0,1.53,46.5,37.1,9.9,0
Tiruvannamalai,0.0,1.23,42.6,34.6,17.5,0
Chennai,195.29,5.52,100.0,21.5,92.2,1
Vellore,0.0,1.17,42.5,36.8,17.5,0
Tirupathur,15.65,2.14,87.3,15.3,12.5,0
Krishnagiri,0.0,0.98,64.8,35.3,17.3,0
Virudhunagar,7.27,0.75,54.9,36.1,10.0,0
Madurai,0.0,0.7,65.5,29.5,6.7,0
Viluppuram,0.0,0.67,46.4,37.8,26.0,0
Kanyakumari,34.15,1.95,90.4,31.8,34.5,1
Tiruvarur,28.78,2.9,94.1,28.7,40.6,0
Sivaganga,0.0,0.71,48.2,34.0,6.8,0
Tenkasi,33.15,2.45,76.6,15.2,6.3,0
Chennai,1.38,1.23,72.5,31.2,14.2,0
Coimbatore,0.0,1.01,43.3,36.4,7.7,1
Tiruppur,0.0,0.31,51.2,35.3,7.2,0
Thoothukudi,3.29,0.88,89.3,28.9,36.8,0
Pudukkottai,2.98,2.29,72.5,34.9,16.5,0
Perambalur,0.0,0.58,42.3,35.2,7.0,0
Kallakurichi,0.0,0.96,47.5,28.6,17.3,0
Coimbatore,0.0,0.3,66.6,30.8,20.2,0
Nagapattinam,20.18,1.56,87.4,28.6,27.6,0
Tiruvallur,7.05,1.55,87.5,30.7,62.8,0
Nagapattinam,147.11,5.29,100.0,21.4,60.6,1
Coimbatore,0.0,1.32,60.6,35.7,21.8,0
Ranipet,0.0,1.02,48.1,36.6,7.0,0
Thoothukudi,21.52,1.9,74.7,30.9,68.3,0
Ranipet,0.72,0.62,40.5,36.5,19.3,0
Salem,0.0,0.52,71.7,32.5,13.1,0
Perambalur,0.0,0.88,42.2,36.7,6.1,0
Thanjavur,4.84,2.5,63.1,32.2,14.8,0
Thanjavur,3.92,3.13,82.5,33.4,47.9,1
Tirunelveli,0.0,1.42,65.6,31.5,5.3,0
Dindigul,7.77,2.8,92.6,14.7,17.7,1
Tiruchirappalli,41.86,3.01,63.6,34.4,13.8,0
Tiruppur,0.0,0.67,73.3,33.2,8.6,0
Kanyakumari,25.34,2.12,69.1,30.7,87.5,0
Tirupathur,18.94,2.21,79.3,24.2,9.7,0
Vellore,0.0,0.61,62.1,34.7,7.3,0
Perambalur,0.0,0.86,43.4,32.0,21.7,0
Vellore,0.0,1.16,73.9,38.4,11.4,0
Tirunelveli,0.0,1.27,48.6,35.1,7.4,0
Salem,0.0,1.04,65.3,33.5,5.5,0
Tiruvarur,7.02,1.42,84.0,30.1,27.5,1
Tiruvannamalai,0.0,0.38,63.6,36.2,10.8,0
Vellore,5.0,0.91,63.8,31.8,5.8,0
Tiruchirappalli,50.12,3.67,84.7,31.6,23.8,0
Mayiladuthurai,47.55,2.84,95.0,32.9,59.2,0
Krishnagiri,0.0,1.33,63.8,32.1,7.5,0
Tiruvannamalai,10.31,0.93,63.4,37.6,9.6,0
Karur,49.83,5.64,83.1,30.8,11.9,0
Ranipet,0.0,0.98,55.5,36.0,6.8,0
Chennai,6.2,0.67,87.7,25.0,21.0,0
Ramanathapuram,3.03,1.86,77.2,26.8,33.1,0
Dindigul,11.68,1.65,89.2,23.9,11.7,0
Sivaganga,0.0,0.85,68.9,38.9,10.4,0
Viluppuram,0.0,1.34,43.1,32.5,19.2,0
Madurai,0.0,1.41,53.3,37.0,42.2,0
Chennai,61.87,3.4,83.1,29.9,43.4,0
Thanjavur,2.34,3.78,60.0,35.6,44.0,0
Tenkasi,3.27,1.34,68.6,26.1,4.3,0
Karur,17.86,4.67,83.7,31.6,23.6,0
Tirunelveli,0.0,0.95,47.6,35.1,11.2,0
Coimbatore,0.0,1.51,42.1,34.7,46.9,0
Tiruvallur,27.32,3.17,74.8,27.8,21.7,0
Tirunelveli,0.0,0.58,42.7,31.4,13.3,0
Virudhunagar,0.0,1.23,44.1,30.2,12.6,0
Viluppuram,0.0,0.86,45.3,34.0,27.7,0
Kanyakumari,0.29,1.07,88.0,27.8,25.2,0
Karur,31.42,4.6,81.3,31.0,11.6,0
Vellore,0.0,1.66,47.6,38.8,15.1,0
Namakkal,0.0,1.03,48.5,38.6,6.4,0
Ariyalur,11.0,4.41,64.1,32.0,7.5,0
Karur,7.8,5.42,78.8,29.1,13.0,0
Ariyalur,0.72,3.48,76.5,32.6,33.6,0
Tiruvarur,29.22,3.6,89.1,25.6,54.5,1
Ranipet,0.0,1.07,61.1,41.6,10.8,0
Thoothukudi,17.46,1.63,73.7,34.5,19.4,0
Virudhunagar,0.0,0.41,51.2,34.7,25.9,0
Tiruvannamalai,0.0,1.4,68.2,42.9,12.5,0
Thoothukudi,5.6,0.3,77.3,32.4,40.7,0
Tiruchirappalli,7.46,4.58,63.1,29.8,8.4,0
Chennai,15.16,0.86,71.4,30.7,39.3,0
Chennai,3.77,1.55,90.3,34.3,37.0,0
Tiruchirappalli,7.81,1.75,65.2,31.7,10.3,0
Karur,113.29,7.83,78.7,31.1,17.9,1
Sivaganga,0.0,1.53,40.0,34.0,5.7,0
Chennai,12.18,1.76,75.2,32.2,15.4,0
Coimbatore,0.0,0.69,56.7,36.8,5.8,0
Tiruvarur,35.23,1.56,84.2,28.4,32.3,0
Thanjavur,0.0,1.68,77.5,41.7,12.4,0
Ariyalur,3.2,3.92,71.3,32.3,14.2,0
Kanyakumari,14.49,1.64,77.4,32.3,18.2,0
Tirunelveli,0.0,0.69,44.9,39.5,21.3,0
Chengalpattu,63.71,2.69,91.3,31.8,26.4,0
Chennai,26.36,1.88,79.0,32.5,40.6,0
Viluppuram,0.0,1.24,68.3,33.3,25.2,0
Dindigul,5.79,2.02,90.8,13.7,5.3,1
Namakkal,0.0,1.52,42.0,33.2,12.1,0
Tiruvarur,0.55,1.34,90.0,32.1,33.4,0
Madurai,0.0,0.97,68.2,30.1,33.3,0
Tiruvannamalai,0.0,0.35,74.7,29.0,14.1,0
Dharmapuri,0.0,1.22,43.4,36.0,10.8,0
Tirupathur,22.53,2.88,73.9,16.2,13.0,0
Namakkal,0.0,0.89,68.1,34.1,20.7,0
Tirupathur,85.87,4.47,92.7,14.9,15.4,0
Tiruvallur,31.38,2.51,94.2,28.3,24.0,0
Salem,0.0,2.01,48.7,39.7,20.2,0
Sivaganga,0.0,0.72,63.1,38.7,14.2,0
Madurai,0.0,1.1,69.0,32.9,31.6,0
Coimbatore,0.0,1.4,55.0,40.8,18.9,0
Dindigul,6.81,1.65,72.1,16.4,11.8,0
Tirunelveli,0.0,1.0,57.9,32.5,5.6,0
Nagapattinam,0.6,1.18,77.4,31.7,34.6,0
Kallakurichi,0.0,1.42,69.5,34.1,18.4,0
Thanjavur,24.69,2.85,78.7,30.2,12.6,0
Sivaganga,0.0,1.77,42.9,37.9,14.0,1
Tiruvannamalai,0.0,0.86,65.5,34.6,26.6,0
Perambalur,0.0,0.76,58.5,39.1,12.7,0
Tiruvallur,32.57,2.08,71.5,25.9,48.4,0
Thoothukudi,36.11,1.81,69.4,31.6,47.4,0
Krishnagiri,0.0,1.15,74.8,30.5,7.7,0
Madurai,0.0,0.3,49.8,36.2,5.8,0
Perambalur,0.0,0.61,61.3,36.2,9.3,0
Kanyakumari,8.14,1.9,87.5,33.0,24.9,0
Tiruppur,6.21,0.66,58.8,41.2,12.8,0
Tirunelveli,0.0,0.58,46.7,31.5,7.2,0
Tiruvallur,2.39,1.77,68.3,32.6,20.1,0
Mayiladuthurai,40.92,2.79,94.3,30.7,42.4,0
The Nilgiris,1.43,1.04,77.5,18.1,7.0,0
Salem,0.0,0.6,69.9,41.5,9.0,0
Cuddalore,20.62,3.18,92.2,37.1,33.0,0
Theni,21.44,1.9,71.2,18.0,7.6,1
Viluppuram,0.0,0.96,71.9,33.8,24.1,0
Tiruppur,0.0,1.37,56.2,37.1,5.5,0
Chennai,177.44,6.31,100.0,21.0,48.5,1
Karur,29.99,4.73,79.8,34.9,19.2,0
Dharmapuri,0.0,0.54,48.0,34.8,13.9,0
Namakkal,0.0,0.72,72.0,39.5,18.8,0
Viluppuram,0.0,1.06,55.4,32.1,22.8,0
Ariyalur,0.03,4.0,70.6,31.1,7.9,0
Krishnagiri,0.0,0.76,67.2,35.5,12.3,0
Virudhunagar,0.0,0.45,66.3,36.2,15.9,0
Sivaganga,0.0,1.37,45.1,38.2,5.3,0
Virudhunagar,0.0,0.87,70.9,34.9,11.4,0
Dindigul,27.45,2.7,81.4,17.0,11.5,0
Tirunelveli,0.0,1.31,52.0,35.3,6.0,0
Dindigul,4.93,1.94,85.9,15.4,6.8,0
Chengalpattu,17.51,1.19,75.2,31.1,39.3,0
Tiruchirappalli,5.98,2.23,69.6,32.1,6.6,0
Cuddalore,3.45,2.69,75.0,29.2,49.7,0
Tiruvarur,41.03,3.23,91.4,33.5,55.9,1
Viluppuram,0.0,0.7,46.8,36.9,6.2,0
Namakkal,0.0,0.93,65.5,36.1,11.1,0
Kanyakumari,4.25,1.15,81.3,28.0,24.3,0
Thoothukudi,10.96,1.51,73.9,30.2,23.1,0
Thoothukudi,5.14,0.3,69.3,30.2,102.6,0
Viluppuram,17.37,1.58,64.2,26.5,14.9,0
Karur,0.28,1.9,66.2,32.9,21.8,0
Karur,12.31,3.98,65.8,26.8,8.0,0
Dharmapuri,0.0,1.13,47.2,38.4,9.5,0
Viluppuram,0.0,0.95,67.4,35.1,24.9,1
Coimbatore,0.0,0.87,63.2,32.3,13.0,0
Salem,0.0,0.86,74.6,30.5,5.7,0
Chennai,32.37,1.65,69.1,31.8,28.8,0
Pudukkottai,61.23,2.88,97.3,26.4,30.5,0
Tirupathur,23.0,2.28,88.5,19.3,5.6,1
Chennai,153.57,3.7,100.0,28.7,73.2,1
Kanyakumari,13.76,0.3,80.5,28.1,15.2,1
Tiruppur,0.0,0.99,42.2,35.1,12.9,0
Ranipet,0.12,1.17,71.0,33.8,17.9,0
Tiruppur,0.0,1.42,72.3,34.6,6.3,0
Ranipet,0.0,1.07,49.2,37.5,7.1,0
Thoothukudi,6.93,1.48,77.0,35.8,14.5,0
Madurai,0.0,1.47,57.6,37.3,44.7,0
Thoothukudi,15.78,0.7,67.4,33.6,18.6,0
Ramanathapuram,146.92,5.22,91.6,31.4,118.6,1
Ramanathapuram,92.58,4.11,79.9,28.7,31.2,0
Kanyakumari,133.85,4.28,83.8,26.8,42.1,0
Mayiladuthurai,145.12,6.17,99.2,28.6,42.7,0
Madurai,0.0,1.28,40.0,32.1,14.0,0
Viluppuram,0.0,1.23,71.8,33.8,5.3,0
Tirunelveli,0.0,0.95,49.3,36.4,9.3,0
Cuddalore,12.81,0.96,69.1,26.6,31.2,0
Namakkal,0.49,0.38,61.8,31.3,5.1,0
Chennai,1.14,1.13,78.3,33.9,16.3,0
Namakkal,0.0,0.86,53.9,33.6,11.5,0
Ramanathapuram,0.38,1.58,80.0,32.6,39.4,0
Theni,100.86,5.58,87.6,10.5,14.2,0
Nagapattinam,2.6,1.17,91.0,30.2,50.1,0
Ariyalur,0.54,1.43,68.7,30.6,10.7,0
Pudukkottai,9.88,2.36,78.7,31.8,27.0,0
Dharmapuri,0.0,1.71,56.0,36.9,10.8,0
Tenkasi,203.11,10.09,100.0,9.4,13.8,1
Thanjavur,0.09,2.02,82.7,33.5,8.4,0
Salem,0.0,0.41,50.4,33.8,6.2,0
Dindigul,27.9,2.15,72.5,11.9,16.3,1
Tirunelveli,0.0,1.19,53.6,34.8,6.0,0
Cuddalore,29.7,2.19,72.6,33.6,34.5,0
The Nilgiris,26.04,2.76,91.2,24.5,19.6,0
Thoothukudi,14.44,3.07,71.0,33.9,25.6,1
Chennai,1.01,0.52,67.8,28.3,51.6,0
The Nilgiris,32.95,2.49,65.9,15.7,8.4,0
Perambalur,0.0,1.09,69.6,29.4,16.9,0
Dharmapuri,0.0,0.91,54.4,31.3,5.3,0
Ramanathapuram,112.62,4.77,94.2,26.1,33.4,1
Cuddalore,81.22,4.03,97.2,30.2,56.8,0
Tirupathur,22.06,2.34,86.8,18.9,11.4,0
Ariyalur,8.85,3.46,83.5,34.5,23.9,0
Kallakurichi,0.0,0.63,65.8,33.8,13.0,0
Perambalur,0.0,1.45,52.3,29.5,6.5,0
Namakkal,0.0,0.52,70.8,30.8,24.7,0
Tirunelveli,0.0,0.5,50.9,28.8,7.9,0
Cuddalore,0.8,2.12,84.7,30.3,32.7,0
Kallakurichi,0.0,0.95,71.7,38.8,12.9,0
Tiruvallur,49.59,2.88,91.3,28.1,27.9,0
Chennai,3.19,1.64,86.5,29.5,23.9,0
Dindigul,10.48,2.05,87.9,16.6,22.3,1
Madurai,0.0,1.7,50.9,39.1,6.4,0
Ranipet,0.0,1.37,71.5,34.3,22.3,0
Ariyalur,24.27,2.61,61.5,32.1,11.9,1
Tiruchirappalli,18.16,3.85,60.5,28.0,16.6,0
Salem,0.0,1.57,50.0,36.0,9.5,0
Tenkasi,28.88,3.06,89.0,16.5,12.2,0
Perambalur,0.0,1.08,58.1,39.5,5.7,0
Karur,14.38,2.96,66.4,33.3,14.3,0
Thoothukudi,50.29,3.29,73.2,29.0,47.8,0
Kallakurichi,0.0,1.06,62.9,31.6,11.1,0
Chengalpattu,18.66,2.38,80.5,26.3,21.7,0
Tiruvarur,1.65,1.71,82.7,31.3,80.0,0
Theni,14.49,3.0,74.7,13.2,5.9,0
Perambalur,0.0,1.92,51.6,32.4,22.7,0
Tirunelveli,0.0,0.71,61.1,34.7,6.1,0
Coimbatore,0.0,1.4,74.0,31.2,18.0,0
Dharmapuri,0.0,0.97,50.0,35.6,18.9,0
Chengalpattu,1.06,1.35,82.7,21.6,23.2,1
The Nilgiris,24.94,2.0,80.8,15.7,19.1,0
Sivaganga,0.0,0.87,74.2,31.4,5.8,0
Kanyakumari,76.1,3.59,96.6,28.4,33.4,1
Tirunelveli,0.0,0.81,68.1,35.0,14.3,0
Cuddalore,0.11,1.14,90.6,26.2,18.5,0
Tenkasi,46.17,3.7,81.0,11.8,17.9,0
Tiruchirappalli,0.2,3.02,67.1,31.3,9.5,0
Ariyalur,0.16,3.63,80.2,32.8,7.3,0
Nagapattinam,47.16,3.71,72.0,28.5,29.0,0
Mayiladuthurai,111.53,4.39,96.4,31.2,120.9,0
Tiruvallur,100.24,4.27,88.9,25.2,43.7,0
Tiruvarur,16.75,0.91,67.5,27.6,18.4,0
Tirupathur,191.14,8.69,100.0,10.8,14.1,1
Tiruvarur,0.38,1.09,82.9,32.4,38.5,0
Tiruvallur,15.1,1.77,75.4,26.6,47.6,0
Dindigul,61.93,3.41,96.2,11.6,61.6,0
Tiruchirappalli,81.0,3.24,92.7,27.6,15.4,1
Chengalpattu,2.0,0.98,77.7,33.4,105.5,0
Pudukkottai,40.01,2.79,81.8,26.6,68.6,1
Tenkasi,18.99,2.28,75.4,20.3,9.9,0
Chennai,20.71,1.88,81.8,30.2,25.6,0
The Nilgiris,7.08,1.46,86.1,14.7,11.6,0
Virudhunagar,0.0,0.58,67.1,35.4,22.1,0
Ariyalur,0.35,4.18,74.7,34.6,10.4,0
Tirupathur,27.71,2.31,80.4,12.2,5.8,0
Tiruvannamalai,0.0,1.65,51.6,29.5,6.7,0
Madurai,0.0,1.43,55.1,33.6,8.9,0
Virudhunagar,0.0,0.72,44.9,29.5,7.0,0
Namakkal,0.0,0.61,53.3,37.2,9.3,0
Virudhunagar,0.0,0.52,50.3,28.9,11.0,0
Mayiladuthurai,1.11,2.41,89.4,33.8,19.8,0
Tirunelveli,0.04,0.97,41.6,32.7,10.8,0
Thoothukudi,19.46,1.45,78.7,30.3,25.1,0
Sivaganga,0.0,1.04,42.1,34.1,26.5,0
Nagapattinam,171.6,5.25,100.0,21.3,45.6,1
Tirunelveli,0.03,0.83,54.6,32.7,22.3,0
Ariyalur,53.12,4.32,65.5,36.6,15.3,1
Pudukkottai,56.62,2.88,84.1,29.7,24.7,0
